ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Income pm
3869,41,16,44,1,0.3,3,0,0,No,No,No,No,44
3870,43,16,78,3,2.66666666666667,2,161,0,No,No,Yes,Yes,26
3872,40,16,125,2,1.9,1,0,0,No,No,No,Yes,62.5
3873,53,29,63,2,1,3,0,0,No,No,Yes,No,31.5
3874,54,30,54,1,1.6,3,185,0,No,No,Yes,No,54
3875,36,12,92,2,0,1,184,0,No,No,No,No,46
3876,26,2,119,2,0.6,1,381,0,No,No,Yes,Yes,59.5
3877,35,11,40,1,2.4,2,0,0,No,No,Yes,No,40
3878,29,4,41,1,1,1,0,0,No,No,No,No,41
3879,35,11,81,2,0,1,0,0,No,No,Yes,Yes,40.5
3880,28,4,101,3,2.5,1,270,0,No,No,No,No,33.67
3881,48,24,25,4,0.5,2,0,0,No,No,No,No,6.25
3882,46,20,55,1,1.5,2,0,0,Yes,No,No,No,55
3883,31,7,43,1,2.1,3,166,0,No,No,No,Yes,43
3884,40,16,98,2,1.8,2,98,0,No,No,Yes,No,49
3885,27,1,112,4,2.3,3,402,0,No,No,Yes,Yes,28
3886,32,2,69,4,4,3,102,0,No,No,Yes,No,17.25
3887,67,43,79,4,1.7,2,215,0,No,Yes,Yes,Yes,19.75
3889,45,18,81,3,2.66666666666667,2,251,0,No,No,Yes,Yes,27
3891,42,17,139,2,2.9,3,0,1,No,No,Yes,No,69.5
3892,65,40,63,3,0.5,2,0,0,No,No,Yes,No,21
3893,59,33,102,2,1.4,1,0,0,No,No,Yes,No,51
3894,30,5,40,4,1.7,2,0,0,No,No,Yes,No,10
3895,32,6,44,1,0.3,1,81,0,No,No,Yes,Yes,44
3896,36,12,59,3,2,1,216,0,No,No,No,No,19.67
3897,48,24,224,2,6.66666666666667,1,0,0,No,Yes,Yes,Yes,112
3898,56,31,64,2,2.3,3,0,0,No,No,No,No,32
3899,44,20,129,2,3.3,1,0,0,No,No,Yes,No,64.5
3900,60,34,43,1,1.4,1,0,0,No,No,Yes,Yes,43
3901,51,27,12,3,0.4,1,0,0,Yes,Yes,Yes,Yes,4
3902,34,10,53,3,2.6,2,0,0,No,No,Yes,No,17.67
3903,45,21,39,2,2.1,3,0,0,No,No,No,Yes,19.5
3904,47,23,65,1,0,1,0,0,No,No,No,No,65
3905,29,5,18,1,0.4,3,94,0,No,No,Yes,Yes,18
3906,52,28,55,1,1.6,3,0,0,No,No,No,No,55
3907,61,35,60,1,2.5,3,0,0,No,No,Yes,No,60
3908,40,14,42,2,0.3,1,187,0,No,No,Yes,No,21
3910,33,7,111,2,1.3,1,0,0,No,No,Yes,No,55.5
3911,33,8,62,1,1,1,0,0,No,No,Yes,No,62
3912,52,26,44,2,0.8,3,148,0,No,No,No,Yes,22
3913,40,14,69,1,1.5,3,0,0,No,No,No,No,69
3914,45,20,62,3,0.8,3,172,0,No,No,Yes,No,20.67
3915,27,3,35,1,1.8,2,0,0,No,No,No,No,35
3916,38,13,91,1,2.8,1,0,0,No,No,Yes,Yes,91
3917,50,26,12,1,0.2,1,96,0,No,No,No,No,12
3918,41,15,89,3,0.1,1,292,0,No,No,Yes,No,29.67
3919,60,34,65,4,1.7,2,0,0,Yes,No,Yes,No,16.25
3920,64,34,179,2,4.5,3,400,1,No,No,No,No,89.5
3921,34,8,82,2,1.5,3,0,0,Yes,Yes,Yes,Yes,41
3922,30,6,48,1,1.2,1,0,0,No,No,Yes,No,48
3923,31,4,20,4,1.5,2,0,0,No,No,Yes,No,5
3924,41,15,91,1,2.8,3,330,0,Yes,No,Yes,No,91
3925,61,37,122,2,6,1,0,0,No,No,Yes,No,61
3926,42,18,22,1,1.4,3,0,0,No,No,Yes,No,22
3927,48,23,43,2,1.3,1,0,0,No,No,Yes,No,21.5
3928,59,34,38,4,1.7,1,0,0,No,No,No,Yes,9.5
3929,57,33,61,3,2.66666666666667,1,0,0,No,No,Yes,No,20.33
3930,37,13,33,4,0.4,2,0,0,No,No,No,No,8.25
3931,53,27,145,1,2.9,1,345,0,No,No,No,No,145
3932,53,27,170,1,1,1,0,0,No,No,Yes,No,170
3933,26,2,55,3,0.7,2,0,0,No,No,Yes,No,18.33
3934,39,14,40,1,2.5,3,0,0,No,No,Yes,No,40
3935,35,11,68,2,0,1,126,0,No,No,No,Yes,34
3936,59,33,53,3,2.5,1,0,0,No,No,Yes,No,17.67
3937,43,18,63,3,0.8,3,0,0,Yes,No,No,No,21
3938,39,15,123,2,2.2,1,92,0,No,No,No,Yes,61.5
3939,49,24,13,2,0,1,0,0,No,No,Yes,No,6.5
3940,47,23,12,4,0.2,1,102,0,No,No,No,Yes,3
3941,41,17,53,2,2.5,1,102,0,No,No,Yes,No,26.5
3942,57,33,79,1,2.7,2,294,0,No,No,Yes,Yes,79
3943,42,17,89,1,0.1,2,170,0,No,No,Yes,No,89
3944,61,36,188,1,9.3,2,0,1,No,No,No,No,188
3945,56,26,62,3,1.4,3,0,0,No,No,Yes,No,20.67
3946,29,3,123,3,5.6,3,428,1,No,No,Yes,No,41
3948,32,8,119,4,5,3,0,1,No,No,Yes,No,29.75
3949,37,12,123,4,3.1,2,253,1,No,Yes,Yes,Yes,30.75
3950,31,5,23,1,0.4,2,0,0,No,No,Yes,Yes,23
3951,38,14,62,1,1.5,3,255,0,No,No,Yes,No,62
3952,40,14,69,3,2.1,1,106,0,No,No,Yes,No,23
3953,61,36,124,2,3.9,1,0,0,Yes,No,No,Yes,62
3954,50,26,52,4,0.1,3,0,0,No,No,No,No,13
3955,32,7,134,2,3.1,1,0,0,No,No,No,No,67
3956,62,36,58,1,0.8,2,0,0,No,No,No,No,58
3957,62,37,45,3,0.5,2,200,0,No,No,Yes,Yes,15
3958,40,15,75,4,1.1,2,0,0,No,No,Yes,No,18.75
3959,59,34,23,4,0.4,2,78,0,No,No,No,No,5.75
3960,43,19,123,3,1.3,1,0,1,No,No,Yes,No,41
3961,62,37,48,3,2.2,1,0,0,No,No,No,No,16
3962,48,22,145,1,0.3,1,140,0,No,No,Yes,No,145
3963,29,5,31,1,1,3,0,0,No,No,No,No,31
3964,58,32,38,3,2.2,3,0,0,No,No,Yes,No,12.67
3965,43,18,78,4,1.9,3,0,0,No,No,No,No,19.5
3966,39,15,94,2,1.9,1,0,0,No,No,Yes,No,47
3967,33,7,84,1,2.9,3,0,0,No,No,Yes,No,84
3968,40,15,22,1,0.6,3,0,0,No,No,Yes,No,22
3969,28,3,78,4,0.2,1,0,0,No,No,Yes,Yes,19.5
3970,38,11,75,3,2.33333333333333,2,0,0,No,No,Yes,No,25
3971,65,40,71,3,2.2,1,0,0,No,No,No,Yes,23.67
3972,35,11,24,1,0.5,3,0,0,No,No,Yes,Yes,24
3973,29,5,112,2,4.33333333333333,1,0,0,No,No,Yes,Yes,56
3974,61,35,53,1,2.8,2,167,0,No,No,Yes,No,53
3975,46,21,41,1,0.5,3,0,0,No,No,No,No,41
3976,50,23,25,1,0.5,2,0,0,No,No,Yes,No,25
3977,60,33,42,4,2.5,2,194,0,No,No,Yes,No,10.5
3978,54,27,51,3,1,2,113,0,Yes,Yes,Yes,Yes,17
3979,43,18,19,2,0.3,2,0,0,No,No,Yes,No,9.5
3980,38,14,90,2,0,1,258,0,Yes,Yes,Yes,Yes,45
3981,46,22,89,4,1.4,2,0,0,No,No,Yes,No,22.25
3982,64,39,22,3,0.5,1,0,0,Yes,Yes,Yes,Yes,7.33
3984,39,13,93,4,3.6,3,0,1,No,No,Yes,No,23.25
3985,34,8,18,4,0.3,1,0,0,No,No,No,No,4.5
3986,65,40,32,1,1.1,3,120,0,No,No,Yes,No,32
3987,38,14,182,3,2.6,3,0,1,No,Yes,Yes,Yes,60.67
3988,62,36,19,2,0.2,3,0,0,No,No,Yes,Yes,9.5
3989,59,35,85,1,3.4,3,0,1,No,Yes,No,Yes,85
3990,49,25,90,4,1.4,2,0,0,Yes,No,Yes,No,22.5
3991,57,32,59,2,3.7,1,134,0,No,No,Yes,No,29.5
3992,64,38,84,1,2,1,0,0,No,No,No,No,84
3993,47,22,95,2,3.9,2,0,1,No,No,No,No,47.5
3994,30,6,13,3,0.9,3,0,0,No,No,Yes,No,4.33
3995,42,18,88,4,0.8,1,0,0,No,No,Yes,Yes,22
3996,53,28,34,2,0.6,3,0,0,No,No,Yes,Yes,17
3997,50,24,11,4,0.6,3,0,0,No,No,No,Yes,2.75
3998,62,38,80,4,1.7,2,0,0,No,No,No,No,20
3999,34,10,41,1,1.33333333333333,1,0,0,No,No,No,Yes,41
4000,47,21,90,2,0.8,3,0,0,No,No,No,No,45
4001,62,37,93,3,3,3,0,1,No,Yes,Yes,Yes,31
4002,61,35,81,4,1.9,2,0,0,No,No,No,No,20.25
4003,59,34,60,2,2.8,1,0,0,No,No,Yes,No,30
4004,47,21,39,3,0.6,2,0,0,No,No,Yes,Yes,13
4005,65,39,22,3,0.7,2,0,0,No,No,No,No,7.33
4006,56,32,32,2,0.8,1,79,0,Yes,No,Yes,No,16
4007,56,32,28,1,1.2,3,0,0,No,No,Yes,No,28
4008,31,7,35,2,1,2,0,0,No,No,No,Yes,17.5
4009,61,31,154,3,7.5,3,351,1,No,Yes,Yes,Yes,51.33
4010,42,18,189,2,7.6,1,0,0,No,No,Yes,No,94.5
4011,44,19,40,4,1.9,3,84,0,No,No,No,No,10
4012,47,21,88,2,1.7,2,0,0,No,No,Yes,No,44
4013,30,6,124,2,0.6,1,0,0,No,No,Yes,No,62
4014,62,38,23,2,0.3,3,0,0,No,No,No,No,11.5
4015,56,32,23,4,0.7,1,0,0,No,No,Yes,Yes,5.75
4017,53,28,173,4,2.7,1,427,1,No,No,Yes,No,43.25
4019,59,35,161,1,2.9,1,160,0,No,No,No,Yes,161
4020,62,36,28,3,0.7,2,0,0,No,No,Yes,No,9.33
4021,58,32,191,4,5.2,3,194,1,No,No,No,Yes,47.75
4022,40,14,42,2,0.3,1,106,0,No,No,No,Yes,21
4023,35,5,81,4,4,3,0,0,No,No,Yes,No,20.25
4024,51,25,175,3,0.7,1,312,1,No,No,No,No,58.33
4025,41,15,82,3,0.1,1,0,0,No,No,Yes,No,27.33
4026,51,27,53,1,1.8,3,0,0,No,No,No,Yes,53
4027,27,1,142,3,5.5,1,0,1,No,No,No,No,47.33
4028,46,21,42,4,1.9,3,0,0,No,No,Yes,No,10.5
4029,46,20,64,4,2.9,1,189,0,No,No,No,No,16
4030,31,5,90,2,1.3,1,0,0,Yes,No,Yes,No,45
4031,58,32,44,1,0.8,2,0,0,No,No,No,No,44
4032,42,18,29,1,0.3,3,0,0,No,No,Yes,No,29
4033,59,35,93,2,1.6,1,0,0,No,No,No,Yes,46.5
4034,54,24,69,3,1.4,3,132,0,No,No,Yes,No,23
4035,35,11,82,2,1.7,2,0,0,No,No,Yes,Yes,41
4036,34,9,180,2,6.5,3,0,1,No,Yes,Yes,No,90
4037,46,21,13,2,0.7,3,0,0,No,No,Yes,No,6.5
4038,52,28,72,1,0,1,178,0,No,No,No,No,72
4039,55,30,54,3,1.7,1,0,0,No,No,Yes,No,18
4040,34,9,104,1,4.6,1,0,0,No,No,Yes,Yes,104
4041,57,32,44,2,1.9,2,157,0,No,No,No,No,22
4042,45,19,40,1,0.2,1,0,0,Yes,Yes,Yes,Yes,40
4043,29,3,190,2,4.5,1,246,0,No,No,Yes,Yes,95
4044,49,23,64,4,2.6,1,0,0,No,No,Yes,Yes,16
4045,36,11,9,2,0.3,2,99,0,Yes,No,No,No,4.5
4046,57,31,38,4,0.7,2,0,0,No,No,Yes,No,9.5
4048,43,17,82,1,5.2,1,79,0,No,No,Yes,No,82
4049,27,2,48,2,1.6,3,119,0,Yes,No,Yes,No,24
4050,54,28,82,4,2.6,3,294,0,No,No,No,No,20.5
4051,53,26,14,2,1,2,83,0,No,No,No,No,7
4052,55,29,162,1,2.9,1,0,0,No,No,Yes,Yes,162
4053,43,19,54,2,1.7,1,0,0,No,No,Yes,No,27
4054,35,11,90,2,0,1,0,0,No,No,No,No,45
4055,59,34,64,4,1.7,1,0,0,No,No,No,No,16
4056,42,18,65,3,2.1,3,0,0,No,No,Yes,Yes,21.67
4057,51,25,113,2,6.3,1,0,0,No,No,No,No,56.5
4058,57,32,38,2,2.1,3,0,0,No,No,No,No,19
4059,39,15,65,1,1.5,3,0,0,No,No,No,No,65
4060,53,27,39,4,1.5,3,0,0,No,No,Yes,No,9.75
4061,31,6,174,2,6.7,1,0,0,No,No,Yes,Yes,87
4062,33,3,59,2,1.75,3,0,0,No,No,Yes,No,29.5
4063,38,14,43,2,1.7,1,0,0,No,No,Yes,No,21.5
4064,47,21,24,2,0.1,3,0,0,No,No,No,Yes,12
4065,63,39,50,1,0,2,166,0,No,No,No,No,50
4066,44,19,68,1,3.7,3,0,0,No,No,Yes,No,68
4067,61,37,61,3,2,3,0,0,No,No,Yes,No,20.33
4068,52,28,21,4,0.5,2,0,0,No,No,Yes,No,5.25
4069,59,34,21,2,0.5,2,0,0,No,No,Yes,No,10.5
4070,56,32,31,4,1.3,1,0,0,No,No,No,No,7.75
4071,58,33,70,4,0.7,1,0,0,Yes,No,No,No,17.5
4072,30,6,25,3,1,2,135,0,No,No,No,Yes,8.33
4073,42,17,78,1,1,3,0,0,No,No,Yes,No,78
4074,51,27,19,1,0.2,1,0,0,No,No,No,No,19
4075,60,35,23,1,0.3,3,0,0,No,No,Yes,No,23
4076,30,4,40,4,0.8,1,0,0,No,No,Yes,No,10
4077,49,23,22,1,0.3,3,0,0,No,No,No,No,22
4079,36,12,58,1,3.6,2,0,0,No,No,No,No,58
4080,65,40,75,3,2.2,1,0,0,No,No,Yes,No,25
4082,60,35,155,1,1.5,3,0,1,No,No,No,Yes,155
4083,32,6,83,4,2.2,2,0,0,No,No,No,No,20.75
4084,46,20,99,3,1.1,1,0,0,No,No,No,No,33
4085,60,36,59,1,0,2,0,0,Yes,No,No,No,59
4086,28,2,53,3,2.4,2,0,0,No,No,Yes,No,17.67
4087,50,26,11,4,0.2,1,0,0,Yes,No,No,No,2.75
4088,52,28,179,4,4.2,3,0,1,No,No,No,No,44.75
4090,30,4,85,4,2.1,3,0,0,No,No,Yes,No,21.25
4091,42,18,49,3,2.1,3,0,0,Yes,No,Yes,No,16.33
4092,32,6,122,2,1.3,1,0,0,No,No,Yes,Yes,61
4093,40,15,171,2,3.3,1,0,0,No,No,Yes,No,85.5
4094,49,24,138,2,2.2,2,0,1,No,No,Yes,No,69
4095,53,23,8,4,0.4,3,0,0,Yes,No,Yes,No,2
4096,42,17,59,4,0.4,1,0,0,No,No,Yes,No,14.75
4097,38,14,49,3,2.8,1,0,0,No,No,No,No,16.33
4098,60,34,92,2,2,1,0,0,No,No,No,No,46
4099,27,3,75,4,0,1,0,0,No,No,No,No,18.75
4100,61,35,60,1,2.8,2,0,0,No,No,Yes,Yes,60
4101,27,2,41,2,1.7,2,0,0,No,No,Yes,No,20.5
4102,45,21,40,3,0.6,2,0,0,No,No,Yes,Yes,13.33
4103,41,16,81,2,0.4,1,146,0,No,No,Yes,Yes,40.5
4104,44,20,52,1,0.8,3,196,0,No,No,No,Yes,52
4105,38,14,25,4,1,1,0,0,No,No,No,No,6.25
4106,39,15,139,1,3.4,1,353,0,No,No,Yes,No,139
4107,48,22,54,1,1.2,2,0,0,No,No,No,No,54
4108,47,22,81,1,2.9,1,0,0,No,No,No,Yes,81
4109,64,39,73,3,2.2,1,0,0,Yes,No,No,Yes,24.33
4111,66,41,59,3,2.4,1,0,0,No,No,No,No,19.67
4112,43,17,21,3,1.5,1,0,0,No,No,No,No,7
4113,34,9,65,3,0.7,2,104,0,No,No,Yes,No,21.67
4114,28,2,41,3,1.1,2,161,0,No,No,Yes,No,13.67
4115,52,28,52,4,0.1,3,121,0,No,No,No,No,13
4116,45,20,84,4,1.1,2,180,0,No,No,Yes,No,21
4118,39,14,18,4,0.2,3,0,0,Yes,No,No,No,4.5
4119,40,16,34,1,0.7,1,0,0,No,No,Yes,Yes,34
4120,30,5,85,4,1.8,3,0,0,No,No,Yes,No,21.25
4121,49,23,23,1,1.4,3,0,0,No,No,No,No,23
4122,53,27,65,4,2.8,2,0,0,No,No,No,Yes,16.25
4123,56,30,195,1,2.9,1,0,0,No,No,No,No,195
4124,50,24,40,4,2.6,1,89,0,No,No,Yes,No,10
4125,53,29,141,2,0.2,3,0,1,No,No,No,No,70.5
4126,60,34,95,2,0.7,2,322,0,No,No,Yes,Yes,47.5
4127,58,33,23,3,1.3,2,131,0,No,No,No,No,7.67
4128,43,19,82,2,1.8,2,0,0,No,No,Yes,Yes,41
4129,46,21,53,4,1.9,3,0,0,No,No,No,No,13.25
4130,29,3,10,4,0.4,1,87,0,No,No,Yes,Yes,2.5
4131,56,30,75,1,1.9,2,125,0,No,No,Yes,No,75
4132,48,23,23,4,0.4,2,122,0,No,No,No,No,5.75
4133,61,36,133,1,2.6,1,0,0,No,No,Yes,No,133
4134,41,17,129,1,3.4,1,0,0,No,No,No,Yes,129
4135,35,11,85,4,0.1,2,131,0,No,No,No,No,21.25
4136,48,23,168,2,2.8,1,308,0,No,No,Yes,No,84
4137,43,19,83,4,2,3,0,0,No,No,Yes,No,20.75
4138,37,12,52,2,1.1,2,0,0,No,No,Yes,No,26
4139,47,22,114,1,0.6,1,0,0,Yes,Yes,Yes,Yes,114
4140,29,3,81,1,2.9,3,0,0,No,No,No,No,81
4141,63,38,32,1,1.5,2,0,0,No,No,No,No,32
4142,43,19,63,3,2.1,3,0,0,No,No,No,No,21
4143,57,32,70,3,1.6,3,0,0,No,No,No,No,23.33
4144,55,31,20,2,0.3,1,0,0,No,No,Yes,No,10
4145,47,23,138,2,3.3,1,0,0,No,No,Yes,Yes,69
4146,58,34,63,4,1.6,2,0,0,No,No,No,No,15.75
4147,53,28,85,1,1.3,3,118,0,No,No,Yes,No,85
4148,59,35,180,2,6.5,2,0,1,Yes,Yes,Yes,Yes,90
4149,46,22,80,4,2,3,0,0,No,No,Yes,No,20
4150,41,15,53,1,0.7,3,0,0,No,No,Yes,No,53
4151,46,20,72,2,1.7,2,75,0,No,No,Yes,No,36
4152,44,18,123,3,5.9,1,0,1,No,Yes,Yes,Yes,41
4153,44,18,91,2,0.8,3,0,0,No,No,Yes,No,45.5
4154,50,26,148,2,6.8,1,0,0,No,No,Yes,No,74
4155,51,25,163,2,1.3,3,0,1,No,No,Yes,No,81.5
4156,55,30,28,4,0.1,3,149,0,No,No,Yes,Yes,7
4157,37,12,193,1,8.6,1,0,0,No,No,No,No,193
4158,34,10,22,3,0.9,3,0,0,No,No,Yes,No,7.33
4159,59,34,74,4,0.7,1,0,0,No,No,Yes,Yes,18.5
4160,45,20,70,4,1.9,3,0,0,No,No,Yes,Yes,17.5
4161,30,4,11,1,0.1,2,0,0,No,No,Yes,Yes,11
4162,32,8,61,3,2.6,2,0,0,No,No,No,No,20.33
4163,61,37,41,1,0.8,1,0,0,No,No,Yes,Yes,41
4164,54,28,108,4,1.9,2,0,1,No,No,Yes,No,27
4165,35,10,23,4,1.1,3,0,0,No,No,No,Yes,5.75
4166,63,38,135,2,3.8,3,183,1,No,No,No,No,67.5
4167,66,40,30,2,0.7,3,86,0,No,No,No,No,15
4168,48,24,144,4,3.5,2,0,1,No,No,No,No,36
4169,60,34,139,4,0.4,1,0,1,No,No,Yes,No,34.75
4170,41,17,143,2,2.7,3,209,1,No,No,Yes,No,71.5
4171,31,7,44,1,1.2,1,0,0,No,No,Yes,Yes,44
4172,58,31,49,4,2.5,2,0,0,No,No,Yes,No,12.25
4173,67,42,75,4,0.1,2,182,0,No,No,Yes,No,18.75
4174,35,9,43,2,0.3,1,0,0,No,No,Yes,No,21.5
4175,40,14,59,3,0.5,3,0,0,No,No,Yes,No,19.67
4176,42,17,154,3,4.9,1,0,1,No,Yes,Yes,Yes,51.33
4177,44,18,75,1,0.7,3,0,0,No,No,No,Yes,75
4178,47,23,75,1,2.6,2,0,0,No,No,No,Yes,75
4179,59,35,88,2,1.6,1,278,0,No,No,No,No,44
4180,29,3,91,1,3.4,3,0,1,No,No,No,No,91
4181,36,6,11,1,0.666666666666667,3,0,0,Yes,Yes,Yes,Yes,11
4182,47,22,22,1,0.4,3,0,0,No,No,Yes,No,22
4183,55,29,49,2,0.8,3,220,0,No,No,No,Yes,24.5
4184,41,17,140,1,3.5,1,342,0,No,No,No,No,140
4185,51,25,99,2,2.4,2,0,0,No,No,No,No,49.5
4186,26,2,82,2,2.5,1,199,0,No,No,No,No,41
4187,33,9,10,4,1,1,81,0,No,No,No,Yes,2.5
4188,30,5,109,4,2.2,2,103,0,No,No,No,Yes,27.25
4189,30,4,45,4,1.3,3,0,0,No,No,No,No,11.25
4190,45,19,93,2,1.7,2,0,0,No,No,No,No,46.5
4191,40,16,89,3,3.9,2,216,1,Yes,Yes,Yes,No,29.67
4192,42,15,39,3,1,2,132,0,No,No,No,No,13
4193,50,26,21,1,0.2,1,89,0,No,No,Yes,No,21
4194,62,37,31,3,0.2,1,0,0,No,No,Yes,No,10.33
4195,63,37,31,1,0.5,3,0,0,No,No,Yes,No,31
4196,43,19,52,4,2.2,2,0,0,No,No,No,No,13
4197,49,25,13,1,0.9,3,0,0,No,No,Yes,No,13
4198,51,25,21,2,0.4,3,76,0,Yes,No,Yes,No,10.5
4199,61,36,50,4,1.7,1,189,0,No,No,Yes,No,12.5
4200,43,19,81,4,0.2,3,0,0,No,No,No,Yes,20.25
4201,43,19,74,4,1.9,1,0,0,No,No,No,Yes,18.5
4202,61,36,89,3,0.5,1,0,0,No,No,Yes,No,29.67
4203,35,9,82,3,0.9,2,0,0,No,No,Yes,No,27.33
4204,59,33,88,4,1.9,2,0,0,No,No,No,No,22
4205,40,16,61,3,2.1,3,0,0,No,No,No,No,20.33
4206,61,36,139,2,3.9,1,0,0,No,No,No,No,69.5
4207,48,23,29,1,1.3,2,0,0,No,No,No,No,29
4208,37,11,51,3,2.1,1,0,0,No,No,Yes,Yes,17
4209,56,32,58,1,1.8,3,241,0,No,No,Yes,No,58
4210,35,9,21,2,1.4,3,125,0,No,No,Yes,No,10.5
4211,35,8,43,2,1.66666666666667,2,0,0,No,No,No,No,21.5
4212,40,16,104,2,1.8,2,0,0,No,No,No,No,52
4213,50,23,9,1,0.5,2,98,0,No,No,Yes,No,9
4214,49,25,39,3,1.9,2,0,0,No,No,No,No,13
4215,46,22,89,1,2.7,1,0,0,Yes,Yes,Yes,Yes,89
4216,64,40,21,2,0.3,3,0,0,No,No,No,No,10.5
4217,60,35,173,3,3.1,3,0,1,No,No,Yes,No,57.67
4218,45,21,29,1,0.3,3,105,0,No,No,Yes,Yes,29
4219,52,27,43,4,0.2,2,0,0,No,No,No,Yes,10.75
4220,58,34,30,3,0.4,2,0,0,No,No,No,No,10
4221,54,30,39,4,0.1,3,0,0,Yes,No,Yes,No,9.75
4222,48,22,83,2,0.4,3,248,0,No,No,Yes,No,41.5
4223,51,25,58,3,0.7,2,223,0,No,No,No,No,19.33
4224,53,26,8,1,0.5,2,0,0,No,No,No,Yes,8
4225,57,27,39,3,1,3,0,0,Yes,No,No,Yes,13
4226,43,18,204,2,8.8,1,0,0,No,No,Yes,No,102
4227,37,13,45,1,1.8,1,0,0,No,No,No,No,45
4228,32,7,111,1,3.8,1,0,0,Yes,No,No,No,111
4229,34,10,83,2,2,2,148,0,No,No,No,No,41.5
4230,54,24,83,1,3,3,0,0,No,No,No,No,83
4231,62,36,115,2,2.8,1,202,0,No,No,Yes,Yes,57.5
4232,56,32,60,1,1.8,3,227,0,No,No,Yes,No,60
4233,39,15,53,1,1.8,1,0,0,No,No,No,No,53
4234,32,7,134,2,3.3,1,0,0,No,No,Yes,No,67
4235,50,24,91,1,0.8,3,0,0,No,No,Yes,No,91
4236,27,1,91,2,0.2,1,0,0,No,No,Yes,No,45.5
4237,37,12,128,2,3.9,1,0,0,No,No,Yes,Yes,64
4238,60,34,78,3,4.4,1,0,0,Yes,No,No,No,26
4239,43,19,161,2,7.6,1,464,0,No,No,Yes,No,80.5
4240,62,36,60,3,2.2,3,0,0,No,No,Yes,No,20
4241,39,14,161,1,4.1,1,509,0,Yes,No,No,No,161
4242,34,9,40,4,2,2,0,0,No,No,Yes,Yes,10
4243,46,21,68,1,0.2,2,0,0,No,No,Yes,No,68
4244,46,22,74,3,0.7,1,0,0,No,No,Yes,No,24.67
4245,51,26,55,3,2,2,93,0,No,No,Yes,No,18.33
4246,44,20,145,1,3.5,1,0,0,No,No,No,Yes,145
4247,60,35,24,1,1.5,2,0,0,No,No,No,No,24
4248,65,39,10,1,0.8,2,0,0,No,No,Yes,No,10
4249,58,33,138,2,3.9,1,0,0,Yes,No,Yes,No,69
4250,37,12,63,4,2.1,3,0,0,No,No,Yes,No,15.75
4251,52,28,54,4,0.1,3,0,0,No,No,No,Yes,13.5
4252,42,16,62,3,0.9,3,0,0,No,No,Yes,No,20.67
4253,54,29,81,1,0.1,3,0,0,No,No,No,No,81
4254,54,28,61,3,3,2,0,0,No,No,Yes,Yes,20.33
4255,51,27,68,1,1.6,3,0,0,No,No,Yes,No,68
4256,59,35,78,2,2.8,1,0,0,No,No,Yes,No,39
4257,41,17,165,2,7.6,1,157,0,No,No,No,No,82.5
4258,43,17,48,3,2.2,2,0,0,No,No,No,Yes,16
4259,52,26,155,3,7.2,2,0,1,No,No,Yes,No,51.67
4260,52,26,158,2,3.7,3,251,1,No,No,No,Yes,79
4261,57,31,52,1,1.4,1,0,0,No,No,Yes,No,52
4262,53,28,18,4,0.8,1,0,0,No,No,No,No,4.5
4263,58,33,42,4,1.7,1,0,0,No,No,No,No,10.5
4264,59,33,18,2,0.2,3,0,0,No,No,No,No,9
4265,57,31,40,2,0.3,1,0,0,Yes,Yes,Yes,Yes,20
4266,27,2,44,4,0.6,2,0,0,Yes,Yes,Yes,No,11
4267,42,16,11,1,0.2,1,87,0,No,No,No,Yes,11
4268,52,26,194,2,5.7,2,0,1,No,No,Yes,No,97
4269,49,23,108,2,2.4,2,0,0,No,No,Yes,No,54
4270,47,23,12,4,0.5,2,0,0,No,No,No,No,3
4271,45,19,19,3,1.5,1,94,0,No,No,Yes,Yes,6.33
4272,25,1,150,1,6.33333333333333,1,0,0,No,No,No,No,150
4273,47,22,89,4,1.9,3,0,0,No,No,Yes,No,22.25
4274,44,19,83,2,3.8,3,0,0,Yes,No,No,Yes,41.5
4275,30,3,79,4,2,2,0,0,No,No,Yes,No,19.75
4276,63,38,102,4,3.4,2,0,0,No,No,No,No,25.5
4277,50,24,155,1,7.3,1,0,0,No,No,Yes,Yes,155
4278,40,16,138,1,3.5,1,0,0,No,No,Yes,No,138
4279,56,31,51,3,1.7,1,0,0,No,No,Yes,Yes,17
4280,39,15,80,2,1.8,2,86,0,No,No,Yes,Yes,40
4281,42,18,135,2,3.3,1,0,0,Yes,Yes,Yes,Yes,67.5
4282,28,1,34,4,1.5,2,162,0,No,No,No,Yes,8.5
4284,58,32,62,3,2.2,3,217,0,No,Yes,Yes,Yes,20.67
4285,38,13,173,2,3.3,1,243,0,No,No,No,No,86.5
4287,53,29,20,1,0.2,1,131,0,No,No,Yes,Yes,20
4288,54,28,42,4,2.5,1,0,0,No,No,Yes,Yes,10.5
4289,42,17,28,1,0.6,3,0,0,No,No,No,Yes,28
4290,54,28,95,1,1.9,2,0,0,No,No,Yes,No,95
4291,66,42,95,2,0,3,0,0,No,No,Yes,No,47.5
4292,46,21,34,1,0.1,1,124,0,No,No,Yes,No,34
4293,63,37,191,2,4.3,3,205,1,No,No,No,No,95.5
4294,63,38,41,2,1.5,1,173,0,No,No,Yes,Yes,20.5
4295,58,34,150,1,7.4,1,481,0,No,No,Yes,No,150
4296,65,41,91,2,0,3,146,0,No,No,No,No,45.5
